strategy,n_trades,total_pnl,mean_pnl,std_pnl,sharpe,sortino,max_drawdown,hit_rate,calmar
call_K0.02,5039,-1.532661925346109,-0.0003041599375562828,0.0023538003824640497,-0.12922078686973293,-0.21391218686318603,1.5302568077204421,0.42111530065489183,-1.0015717084959417
put_K0.02,5039,-2.0381127955603024,-0.00040446771096652165,0.00230835156392782,-0.17521928517608118,-0.28529621102061775,2.03689273448048,0.4048422306013098,-1.000598981507062
strangle_2pp,5039,-3.5707747209064142,-0.000708627648522805,0.0032815603985895747,-0.21594228429480544,-0.34899069079109046,3.565519181532078,0.38400476284977175,-1.0014739899315528
bull_spread_1_5,5039,-1.349714739509943,-0.00026785368912679954,0.0012267724728821847,-0.2183401527566908,-0.35021591624341375,1.3479973680659936,0.40801746378249654,-1.0012740169117789
var_swap_50,5039,-1.400491689077562,-0.0002779304800709589,0.0006189725052800139,-0.44901910456463223,-0.6532424362944083,1.4021686571922178,0.28835086326652115,-0.9988040182569664
Spot Benchmark (Favorite),5039,-272.24126088244054,-0.054026842802627616,0.11865171819968115,-0.4553397424191098,-0.5284947234174361,272.3219369713732,0.3076007144274658,-0.999703747374046
straddle_ATM,5039,-9.70567895694292,-0.001926112116876944,0.003779130086776634,-0.5096707635486026,-0.7798600663976276,9.69691396497733,0.27664219091089504,-1.0009038949914628
