asset,weight
spot_underdog,1.7120490467479461
deriv_call_K0.02,0.04909379409199242
deriv_put_K0.02,0.030121570056742514
deriv_bull_spread_1_5,0.014119829868653674
deriv_var_swap_50,-0.003598413187086858
deriv_straddle_ATM,-0.051170148503675794
deriv_strangle_2pp,-0.06064055997911603
cash,-0.1899751190954561
spot_home_fav,-0.5
